Gate_to_Gate_Ratio, NP_Ratio_1, NP_Ratio_2, Buffer_Gate_Delay
             3.200,      1.100,      1.300, 4.50E+00
             3.200,      1.100,      1.300, 4.50E+00
             3.200,      1.200,      1.300, 4.50E+00
             3.200,      1.200,      1.300, 4.50E+00
             3.200,      1.300,      1.300, 4.50E+00
             3.200,      1.300,      1.300, 4.50E+00
             3.200,      1.400,      1.300, 4.50E+00
             3.200,      1.400,      1.300, 4.50E+00
             3.200,      1.500,      1.300, 4.50E+00
             3.200,      1.500,      1.300, 4.50E+00
             3.200,      1.600,      1.300, 4.50E+00
             3.200,      1.600,      1.300, 4.50E+00
             3.200,      1.700,      1.300, 4.50E+00
             3.200,      1.700,      1.300, 4.50E+00
             3.200,      1.800,      1.300, 4.50E+00
             3.200,      1.800,      1.300, 4.50E+00
             3.200,      1.900,      1.300, 4.50E+00
             3.200,      1.000,      1.400, 4.60E+00
             3.200,      1.100,      1.400, 4.60E+00
             3.200,      1.100,      1.400, 4.60E+00
             3.200,      1.200,      1.400, 4.60E+00
             3.200,      1.200,      1.400, 4.60E+00
             3.200,      1.300,      1.400, 4.60E+00
             3.200,      1.300,      1.400, 4.60E+00
             3.200,      1.400,      1.400, 4.60E+00
             3.200,      1.400,      1.400, 4.60E+00
             3.200,      1.500,      1.400, 4.60E+00
             3.200,      1.500,      1.400, 4.60E+00
             3.200,      1.600,      1.400, 4.60E+00
             3.200,      1.600,      1.400, 4.60E+00
             3.200,      1.700,      1.400, 4.60E+00
             3.200,      1.700,      1.400, 4.60E+00
             3.200,      1.800,      1.400, 4.60E+00
             3.200,      1.800,      1.400, 4.60E+00
             3.200,      1.900,      1.400, 4.60E+00
             3.200,      1.000,      1.500, 4.70E+00
             3.200,      1.100,      1.500, 4.70E+00
             3.200,      1.100,      1.500, 4.70E+00
             3.200,      1.200,      1.500, 4.70E+00
             3.200,      1.200,      1.500, 4.70E+00
             3.200,      1.300,      1.500, 4.70E+00
             3.200,      1.300,      1.500, 4.70E+00
             3.200,      1.400,      1.500, 4.70E+00
             3.200,      1.400,      1.500, 4.70E+00
             3.200,      1.500,      1.500, 4.70E+00
             3.200,      1.500,      1.500, 4.70E+00
             3.200,      1.600,      1.500, 4.70E+00
             3.200,      1.600,      1.500, 4.70E+00
             3.200,      1.700,      1.500, 4.70E+00
             3.200,      1.700,      1.500, 4.70E+00
             3.200,      1.800,      1.500, 4.70E+00
             3.200,      1.800,      1.500, 4.70E+00
             3.200,      1.900,      1.500, 4.70E+00
             3.200,      1.000,      1.600, 4.80E+00
             3.200,      1.100,      1.600, 4.80E+00
             3.200,      1.100,      1.600, 4.80E+00
             3.200,      1.200,      1.600, 4.80E+00
             3.200,      1.200,      1.600, 4.80E+00
             3.200,      1.300,      1.600, 4.80E+00
             3.200,      1.300,      1.600, 4.80E+00
             3.200,      1.400,      1.600, 4.80E+00
             3.200,      1.400,      1.600, 4.80E+00
             3.200,      1.500,      1.600, 4.80E+00
             3.200,      1.500,      1.600, 4.80E+00
             3.200,      1.600,      1.600, 4.80E+00
             3.200,      1.600,      1.600, 4.80E+00
             3.200,      1.700,      1.600, 4.80E+00
             3.200,      1.700,      1.600, 4.80E+00
             3.200,      1.800,      1.600, 4.80E+00
             3.200,      1.800,      1.600, 4.80E+00
             3.200,      1.900,      1.600, 4.80E+00
             3.200,      1.000,      1.700, 4.90E+00
             3.200,      1.100,      1.700, 4.90E+00
             3.200,      1.100,      1.700, 4.90E+00
             3.200,      1.200,      1.700, 4.90E+00
             3.200,      1.200,      1.700, 4.90E+00
             3.200,      1.300,      1.700, 4.90E+00
             3.200,      1.300,      1.700, 4.90E+00
             3.200,      1.400,      1.700, 4.90E+00
             3.200,      1.400,      1.700, 4.90E+00
             3.200,      1.500,      1.700, 4.90E+00
             3.200,      1.500,      1.700, 4.90E+00
             3.200,      1.600,      1.700, 4.90E+00
             3.200,      1.600,      1.700, 4.90E+00
             3.200,      1.700,      1.700, 4.90E+00
             3.200,      1.700,      1.700, 4.90E+00
             3.200,      1.800,      1.700, 4.90E+00
             3.200,      1.800,      1.700, 4.90E+00
             3.200,      1.900,      1.700, 4.90E+00
             3.200,      1.000,      1.800, 5.00E+00
             3.200,      1.100,      1.800, 5.00E+00
             3.200,      1.100,      1.800, 5.00E+00
             3.200,      1.200,      1.800, 5.00E+00
             3.200,      1.200,      1.800, 5.00E+00
             3.200,      1.300,      1.800, 5.00E+00
             3.200,      1.300,      1.800, 5.00E+00
             3.200,      1.400,      1.800, 5.00E+00
             3.200,      1.400,      1.800, 5.00E+00
             3.200,      1.500,      1.800, 5.00E+00
             3.200,      1.500,      1.800, 5.00E+00
             3.200,      1.600,      1.800, 5.00E+00
             3.200,      1.600,      1.800, 5.00E+00
             3.200,      1.700,      1.800, 5.00E+00
             3.200,      1.700,      1.800, 5.00E+00
             3.200,      1.800,      1.800, 5.00E+00
             3.200,      1.800,      1.800, 5.00E+00
             3.200,      1.900,      1.800, 5.00E+00
             3.200,      1.000,      1.900, 5.10E+00
             3.200,      1.100,      1.900, 5.10E+00
             3.200,      1.200,      1.900, 5.10E+00
             3.200,      1.300,      1.900, 5.10E+00
             3.200,      1.400,      1.900, 5.10E+00
             3.200,      1.500,      1.900, 5.10E+00
             3.200,      1.600,      1.900, 5.10E+00
             3.200,      1.700,      1.900, 5.10E+00
             3.200,      1.800,      1.900, 5.10E+00
             3.200,      1.900,      1.900, 5.10E+00
             3.300,      1.000,      1.000, 4.30E+00
             3.300,      1.100,      1.000, 4.30E+00
             3.300,      1.200,      1.000, 4.30E+00
             3.300,      1.300,      1.000, 4.30E+00
             3.300,      1.400,      1.000, 4.30E+00
             3.300,      1.500,      1.000, 4.30E+00
             3.300,      1.600,      1.000, 4.30E+00
             3.300,      1.700,      1.000, 4.30E+00
             3.300,      1.800,      1.000, 4.30E+00
             3.300,      1.900,      1.000, 4.30E+00
             3.300,      1.000,      1.100, 4.40E+00
             3.300,      1.100,      1.100, 4.40E+00
             3.300,      1.100,      1.100, 4.40E+00
             3.300,      1.200,      1.100, 4.40E+00
             3.300,      1.200,      1.100, 4.40E+00
             3.300,      1.300,      1.100, 4.40E+00
             3.300,      1.300,      1.100, 4.40E+00
             3.300,      1.400,      1.100, 4.40E+00
             3.300,      1.400,      1.100, 4.40E+00
             3.300,      1.500,      1.100, 4.40E+00
             3.300,      1.500,      1.100, 4.40E+00
             3.300,      1.600,      1.100, 4.40E+00
             3.300,      1.600,      1.100, 4.40E+00
             3.300,      1.700,      1.100, 4.40E+00
             3.300,      1.700,      1.100, 4.40E+00
             3.300,      1.800,      1.100, 4.40E+00
             3.300,      1.800,      1.100, 4.40E+00
             3.300,      1.900,      1.100, 4.40E+00
             3.300,      1.000,      1.200, 4.50E+00
             3.300,      1.100,      1.200, 4.50E+00
             3.300,      1.100,      1.200, 4.50E+00
             3.300,      1.200,      1.200, 4.50E+00
             3.300,      1.200,      1.200, 4.50E+00
             3.300,      1.300,      1.200, 4.50E+00
             3.300,      1.300,      1.200, 4.50E+00
             3.300,      1.400,      1.200, 4.50E+00
             3.300,      1.400,      1.200, 4.50E+00
             3.300,      1.500,      1.200, 4.50E+00
             3.300,      1.500,      1.200, 4.50E+00
             3.300,      1.600,      1.200, 4.50E+00
             3.300,      1.600,      1.200, 4.50E+00
             3.300,      1.700,      1.200, 4.50E+00
             3.300,      1.700,      1.200, 4.50E+00
             3.300,      1.800,      1.200, 4.50E+00
             3.300,      1.800,      1.200, 4.50E+00
             3.300,      1.900,      1.200, 4.50E+00
             3.300,      1.000,      1.300, 4.60E+00
             3.300,      1.100,      1.300, 4.60E+00
             3.300,      1.100,      1.300, 4.60E+00
             3.300,      1.200,      1.300, 4.60E+00
             3.300,      1.200,      1.300, 4.60E+00
             3.300,      1.300,      1.300, 4.60E+00
             3.300,      1.300,      1.300, 4.60E+00
             3.300,      1.400,      1.300, 4.60E+00
             3.300,      1.400,      1.300, 4.60E+00
             3.300,      1.500,      1.300, 4.60E+00
             3.300,      1.500,      1.300, 4.60E+00
             3.300,      1.600,      1.300, 4.60E+00
             3.300,      1.600,      1.300, 4.60E+00
             3.300,      1.700,      1.300, 4.60E+00
             3.300,      1.700,      1.300, 4.60E+00
             3.300,      1.800,      1.300, 4.60E+00
             3.300,      1.800,      1.300, 4.60E+00
             3.300,      1.900,      1.300, 4.60E+00
             3.300,      1.000,      1.400, 4.70E+00
             3.300,      1.100,      1.400, 4.70E+00
             3.300,      1.100,      1.400, 4.70E+00
             3.300,      1.200,      1.400, 4.70E+00
             3.300,      1.200,      1.400, 4.70E+00
             3.300,      1.300,      1.400, 4.70E+00
             3.300,      1.300,      1.400, 4.70E+00
             3.300,      1.400,      1.400, 4.70E+00
             3.300,      1.400,      1.400, 4.70E+00
             3.300,      1.500,      1.400, 4.70E+00
             3.300,      1.500,      1.400, 4.70E+00
             3.300,      1.600,      1.400, 4.70E+00
             3.300,      1.600,      1.400, 4.70E+00
             3.300,      1.700,      1.400, 4.70E+00
             3.300,      1.700,      1.400, 4.70E+00
             3.300,      1.800,      1.400, 4.70E+00
             3.300,      1.800,      1.400, 4.70E+00
             3.300,      1.900,      1.400, 4.70E+00
             3.300,      1.000,      1.500, 4.80E+00
             3.300,      1.100,      1.500, 4.80E+00
             3.300,      1.100,      1.500, 4.80E+00
             3.300,      1.100,      1.500, 4.80E+00
             3.300,      1.200,      1.500, 4.80E+00
             3.300,      1.200,      1.500, 4.80E+00
             3.300,      1.200,      1.500, 4.80E+00
             3.300,      1.300,      1.500, 4.80E+00
             3.300,      1.300,      1.500, 4.80E+00
             3.300,      1.300,      1.500, 4.80E+00
             3.300,      1.400,      1.500, 4.80E+00
             3.300,      1.400,      1.500, 4.80E+00
             3.300,      1.400,      1.500, 4.80E+00
             3.300,      1.500,      1.500, 4.80E+00
             3.300,      1.500,      1.500, 4.80E+00
             3.300,      1.500,      1.500, 4.80E+00
             3.300,      1.600,      1.500, 4.80E+00
             3.300,      1.600,      1.500, 4.80E+00
             3.300,      1.700,      1.500, 4.80E+00
             3.300,      1.700,      1.500, 4.80E+00
             3.300,      1.800,      1.500, 4.80E+00
             3.300,      1.800,      1.500, 4.80E+00
             3.300,      1.900,      1.500, 4.80E+00
             3.300,      1.000,      1.600, 4.90E+00
             3.300,      1.000,      1.600, 4.90E+00
             3.300,      1.100,      1.600, 4.90E+00
             3.300,      1.100,      1.600, 4.90E+00
             3.300,      1.100,      1.600, 4.90E+00
             3.300,      1.200,      1.600, 4.90E+00
             3.300,      1.200,      1.600, 4.90E+00
             3.300,      1.200,      1.600, 4.90E+00
             3.300,      1.300,      1.600, 4.90E+00
             3.300,      1.300,      1.600, 4.90E+00
             3.300,      1.300,      1.600, 4.90E+00
             3.300,      1.400,      1.600, 4.90E+00
             3.300,      1.400,      1.600, 4.90E+00
             3.300,      1.400,      1.600, 4.90E+00
             3.300,      1.500,      1.600, 4.90E+00
             3.300,      1.500,      1.600, 4.90E+00
             3.300,      1.500,      1.600, 4.90E+00
             3.300,      1.600,      1.600, 4.90E+00
             3.300,      1.600,      1.600, 4.90E+00
             3.300,      1.700,      1.600, 4.90E+00
             3.300,      1.700,      1.600, 4.90E+00
             3.300,      1.800,      1.600, 4.90E+00
             3.300,      1.800,      1.600, 4.90E+00
             3.300,      1.900,      1.600, 4.90E+00
             3.300,      1.000,      1.700, 5.00E+00
             3.300,      1.000,      1.700, 5.00E+00
             3.300,      1.100,      1.700, 5.00E+00
             3.300,      1.100,      1.700, 5.00E+00
             3.300,      1.100,      1.700, 5.00E+00
             3.300,      1.200,      1.700, 5.00E+00
             3.300,      1.200,      1.700, 5.00E+00
             3.300,      1.200,      1.700, 5.00E+00
             3.300,      1.300,      1.700, 5.00E+00
             3.300,      1.300,      1.700, 5.00E+00
             3.300,      1.300,      1.700, 5.00E+00
             3.300,      1.400,      1.700, 5.00E+00
             3.300,      1.400,      1.700, 5.00E+00
             3.300,      1.400,      1.700, 5.00E+00
             3.300,      1.500,      1.700, 5.00E+00
             3.300,      1.500,      1.700, 5.00E+00
             3.300,      1.500,      1.700, 5.00E+00
             3.300,      1.600,      1.700, 5.00E+00
             3.300,      1.600,      1.700, 5.00E+00
             3.300,      1.700,      1.700, 5.00E+00
             3.300,      1.700,      1.700, 5.00E+00
             3.300,      1.800,      1.700, 5.00E+00
             3.300,      1.800,      1.700, 5.00E+00
             3.300,      1.900,      1.700, 5.00E+00
             3.300,      1.000,      1.800, 5.10E+00
             3.300,      1.000,      1.800, 5.10E+00
             3.300,      1.100,      1.800, 5.10E+00
             3.300,      1.100,      1.800, 5.10E+00
             3.300,      1.100,      1.800, 5.10E+00
             3.300,      1.200,      1.800, 5.10E+00
             3.300,      1.200,      1.800, 5.10E+00
             3.300,      1.200,      1.800, 5.10E+00
             3.300,      1.300,      1.800, 5.10E+00
             3.300,      1.300,      1.800, 5.10E+00
             3.300,      1.300,      1.800, 5.10E+00
             3.300,      1.400,      1.800, 5.10E+00
             3.300,      1.400,      1.800, 5.10E+00
             3.300,      1.400,      1.800, 5.10E+00
             3.300,      1.500,      1.800, 5.10E+00
             3.300,      1.500,      1.800, 5.10E+00
             3.300,      1.500,      1.800, 5.10E+00
             3.300,      1.600,      1.800, 5.10E+00
             3.300,      1.600,      1.800, 5.10E+00
             3.300,      1.700,      1.800, 5.10E+00
             3.300,      1.700,      1.800, 5.10E+00
             3.300,      1.800,      1.800, 5.10E+00
             3.300,      1.800,      1.800, 5.10E+00
             3.300,      1.900,      1.800, 5.10E+00
             3.300,      1.000,      1.900, 5.20E+00
             3.300,      1.000,      1.900, 5.20E+00
             3.300,      1.100,      1.900, 5.20E+00
             3.300,      1.100,      1.900, 5.20E+00
             3.300,      1.200,      1.900, 5.20E+00
             3.300,      1.200,      1.900, 5.20E+00
             3.300,      1.300,      1.900, 5.20E+00
             3.300,      1.300,      1.900, 5.20E+00
             3.300,      1.400,      1.900, 5.20E+00
             3.300,      1.400,      1.900, 5.20E+00
             3.300,      1.500,      1.900, 5.20E+00
             3.300,      1.500,      1.900, 5.20E+00
             3.300,      1.600,      1.900, 5.20E+00
             3.300,      1.700,      1.900, 5.20E+00
             3.300,      1.800,      1.900, 5.20E+00
             3.300,      1.900,      1.900, 5.20E+00
             3.300,      1.000,      2.000, 5.30E+00
             3.300,      1.100,      2.000, 5.30E+00
             3.300,      1.200,      2.000, 5.30E+00
             3.300,      1.300,      2.000, 5.30E+00
             3.300,      1.400,      2.000, 5.30E+00
             3.300,      1.500,      2.000, 5.30E+00
             3.400,      1.000,      1.000, 4.40E+00
             3.400,      1.100,      1.000, 4.40E+00
             3.400,      1.200,      1.000, 4.40E+00
             3.400,      1.300,      1.000, 4.40E+00
             3.400,      1.400,      1.000, 4.40E+00
             3.400,      1.500,      1.000, 4.40E+00
             3.400,      1.600,      1.000, 4.40E+00
             3.400,      1.700,      1.000, 4.40E+00
             3.400,      1.800,      1.000, 4.40E+00
             3.400,      1.900,      1.000, 4.40E+00
             3.400,      1.000,      1.100, 4.50E+00
             3.400,      1.100,      1.100, 4.50E+00
             3.400,      1.100,      1.100, 4.50E+00
             3.400,      1.200,      1.100, 4.50E+00
             3.400,      1.200,      1.100, 4.50E+00
             3.400,      1.300,      1.100, 4.50E+00
             3.400,      1.300,      1.100, 4.50E+00
             3.400,      1.400,      1.100, 4.50E+00
             3.400,      1.400,      1.100, 4.50E+00
             3.400,      1.500,      1.100, 4.50E+00
             3.400,      1.500,      1.100, 4.50E+00
             3.400,      1.600,      1.100, 4.50E+00
             3.400,      1.600,      1.100, 4.50E+00
             3.400,      1.700,      1.100, 4.50E+00
             3.400,      1.700,      1.100, 4.50E+00
             3.400,      1.800,      1.100, 4.50E+00
             3.400,      1.800,      1.100, 4.50E+00
             3.400,      1.900,      1.100, 4.50E+00
             3.400,      1.000,      1.200, 4.60E+00
             3.400,      1.100,      1.200, 4.60E+00
             3.400,      1.100,      1.200, 4.60E+00
             3.400,      1.200,      1.200, 4.60E+00
             3.400,      1.200,      1.200, 4.60E+00
             3.400,      1.300,      1.200, 4.60E+00
             3.400,      1.300,      1.200, 4.60E+00
             3.400,      1.400,      1.200, 4.60E+00
             3.400,      1.400,      1.200, 4.60E+00
             3.400,      1.500,      1.200, 4.60E+00
             3.400,      1.500,      1.200, 4.60E+00
             3.400,      1.600,      1.200, 4.60E+00
             3.400,      1.600,      1.200, 4.60E+00
             3.400,      1.700,      1.200, 4.60E+00
             3.400,      1.700,      1.200, 4.60E+00
             3.400,      1.800,      1.200, 4.60E+00
             3.400,      1.800,      1.200, 4.60E+00
             3.400,      1.900,      1.200, 4.60E+00
             3.400,      1.000,      1.300, 4.70E+00
             3.400,      1.100,      1.300, 4.70E+00
             3.400,      1.100,      1.300, 4.70E+00
             3.400,      1.200,      1.300, 4.70E+00
             3.400,      1.200,      1.300, 4.70E+00
             3.400,      1.300,      1.300, 4.70E+00
             3.400,      1.300,      1.300, 4.70E+00
             3.400,      1.400,      1.300, 4.70E+00
             3.400,      1.400,      1.300, 4.70E+00
             3.400,      1.500,      1.300, 4.70E+00
             3.400,      1.500,      1.300, 4.70E+00
             3.400,      1.600,      1.300, 4.70E+00
             3.400,      1.600,      1.300, 4.70E+00
             3.400,      1.700,      1.300, 4.70E+00
             3.400,      1.700,      1.300, 4.70E+00
             3.400,      1.800,      1.300, 4.70E+00
             3.400,      1.800,      1.300, 4.70E+00
             3.400,      1.900,      1.300, 4.70E+00
             3.400,      1.000,      1.400, 4.80E+00
             3.400,      1.100,      1.400, 4.80E+00
             3.400,      1.100,      1.400, 4.80E+00
             3.400,      1.200,      1.400, 4.80E+00
             3.400,      1.200,      1.400, 4.80E+00
             3.400,      1.300,      1.400, 4.80E+00
             3.400,      1.300,      1.400, 4.80E+00
             3.400,      1.400,      1.400, 4.80E+00
             3.400,      1.400,      1.400, 4.80E+00
             3.400,      1.500,      1.400, 4.80E+00
             3.400,      1.500,      1.400, 4.80E+00
             3.400,      1.600,      1.400, 4.80E+00
             3.400,      1.600,      1.400, 4.80E+00
             3.400,      1.700,      1.400, 4.80E+00
             3.400,      1.700,      1.400, 4.80E+00
             3.400,      1.800,      1.400, 4.80E+00
             3.400,      1.800,      1.400, 4.80E+00
             3.400,      1.900,      1.400, 4.80E+00
             3.400,      1.000,      1.500, 4.90E+00
             3.400,      1.000,      1.500, 4.90E+00
             3.400,      1.100,      1.500, 4.90E+00
             3.400,      1.100,      1.500, 4.90E+00
             3.400,      1.100,      1.500, 4.90E+00
             3.400,      1.200,      1.500, 4.90E+00
             3.400,      1.200,      1.500, 4.90E+00
             3.400,      1.200,      1.500, 4.90E+00
             3.400,      1.300,      1.500, 4.90E+00
             3.400,      1.300,      1.500, 4.90E+00
             3.400,      1.300,      1.500, 4.90E+00
             3.400,      1.400,      1.500, 4.90E+00
             3.400,      1.400,      1.500, 4.90E+00
             3.400,      1.400,      1.500, 4.90E+00
             3.400,      1.500,      1.500, 4.90E+00
             3.400,      1.500,      1.500, 4.90E+00
             3.400,      1.500,      1.500, 4.90E+00
             3.400,      1.600,      1.500, 4.90E+00
             3.400,      1.600,      1.500, 4.90E+00
             3.400,      1.700,      1.500, 4.90E+00
             3.400,      1.700,      1.500, 4.90E+00
             3.400,      1.800,      1.500, 4.90E+00
             3.400,      1.800,      1.500, 4.90E+00
             3.400,      1.900,      1.500, 4.90E+00
             3.400,      1.000,      1.600, 5.00E+00
             3.400,      1.000,      1.600, 5.00E+00
             3.400,      1.100,      1.600, 5.00E+00
             3.400,      1.100,      1.600, 5.00E+00
             3.400,      1.100,      1.600, 5.00E+00
             3.400,      1.200,      1.600, 5.00E+00
             3.400,      1.200,      1.600, 5.00E+00
             3.400,      1.200,      1.600, 5.00E+00
             3.400,      1.300,      1.600, 5.00E+00
             3.400,      1.300,      1.600, 5.00E+00
             3.400,      1.300,      1.600, 5.00E+00
             3.400,      1.400,      1.600, 5.00E+00
             3.400,      1.400,      1.600, 5.00E+00
             3.400,      1.400,      1.600, 5.00E+00
             3.400,      1.500,      1.600, 5.00E+00
             3.400,      1.500,      1.600, 5.00E+00
             3.400,      1.500,      1.600, 5.00E+00
             3.400,      1.600,      1.600, 5.00E+00
             3.400,      1.600,      1.600, 5.00E+00
             3.400,      1.700,      1.600, 5.00E+00
             3.400,      1.700,      1.600, 5.00E+00
             3.400,      1.800,      1.600, 5.00E+00
             3.400,      1.800,      1.600, 5.00E+00
             3.400,      1.900,      1.600, 5.00E+00
             3.400,      1.000,      1.700, 5.10E+00
             3.400,      1.000,      1.700, 5.10E+00
             3.400,      1.100,      1.700, 5.10E+00
             3.400,      1.100,      1.700, 5.10E+00
             3.400,      1.100,      1.700, 5.10E+00
             3.400,      1.200,      1.700, 5.10E+00
             3.400,      1.200,      1.700, 5.10E+00
             3.400,      1.200,      1.700, 5.10E+00
             3.400,      1.300,      1.700, 5.10E+00
             3.400,      1.300,      1.700, 5.10E+00
             3.400,      1.300,      1.700, 5.10E+00
             3.400,      1.400,      1.700, 5.10E+00
             3.400,      1.400,      1.700, 5.10E+00
             3.400,      1.400,      1.700, 5.10E+00
             3.400,      1.500,      1.700, 5.10E+00
             3.400,      1.500,      1.700, 5.10E+00
             3.400,      1.500,      1.700, 5.10E+00
             3.400,      1.600,      1.700, 5.10E+00
             3.400,      1.600,      1.700, 5.10E+00
             3.400,      1.700,      1.700, 5.10E+00
             3.400,      1.700,      1.700, 5.10E+00
             3.400,      1.800,      1.700, 5.10E+00
             3.400,      1.800,      1.700, 5.10E+00
             3.400,      1.900,      1.700, 5.10E+00
             3.400,      1.000,      1.800, 5.20E+00
             3.400,      1.000,      1.800, 5.20E+00
             3.400,      1.100,      1.800, 5.20E+00
             3.400,      1.100,      1.800, 5.20E+00
             3.400,      1.100,      1.800, 5.20E+00
             3.400,      1.200,      1.800, 5.20E+00
             3.400,      1.200,      1.800, 5.20E+00
             3.400,      1.200,      1.800, 5.20E+00
             3.400,      1.300,      1.800, 5.20E+00
             3.400,      1.300,      1.800, 5.20E+00
             3.400,      1.300,      1.800, 5.20E+00
             3.400,      1.400,      1.800, 5.20E+00
             3.400,      1.400,      1.800, 5.20E+00
             3.400,      1.400,      1.800, 5.20E+00
             3.400,      1.500,      1.800, 5.20E+00
             3.400,      1.500,      1.800, 5.20E+00
             3.400,      1.500,      1.800, 5.20E+00
             3.400,      1.600,      1.800, 5.20E+00
             3.400,      1.600,      1.800, 5.20E+00
             3.400,      1.700,      1.800, 5.20E+00
             3.400,      1.700,      1.800, 5.20E+00
             3.400,      1.800,      1.800, 5.20E+00
             3.400,      1.800,      1.800, 5.20E+00
             3.400,      1.900,      1.800, 5.20E+00
             3.400,      1.000,      1.900, 5.30E+00
             3.400,      1.000,      1.900, 5.30E+00
             3.400,      1.100,      1.900, 5.30E+00
             3.400,      1.100,      1.900, 5.30E+00
             3.400,      1.200,      1.900, 5.30E+00
             3.400,      1.200,      1.900, 5.30E+00
             3.400,      1.300,      1.900, 5.30E+00
             3.400,      1.300,      1.900, 5.30E+00
             3.400,      1.400,      1.900, 5.30E+00
             3.400,      1.400,      1.900, 5.30E+00
             3.400,      1.500,      1.900, 5.30E+00
             3.400,      1.500,      1.900, 5.30E+00
             3.400,      1.600,      1.900, 5.30E+00
             3.400,      1.700,      1.900, 5.30E+00
             3.400,      1.800,      1.900, 5.30E+00
             3.400,      1.900,      1.900, 5.30E+00
             3.400,      1.000,      2.000, 5.40E+00
             3.400,      1.100,      2.000, 5.40E+00
             3.400,      1.200,      2.000, 5.40E+00
             3.400,      1.300,      2.000, 5.40E+00
             3.400,      1.400,      2.000, 5.40E+00
             3.400,      1.500,      2.000, 5.40E+00
             3.500,      1.100,      1.100, 4.60E+00
             3.500,      1.200,      1.100, 4.60E+00
             3.500,      1.300,      1.100, 4.60E+00
             3.500,      1.400,      1.100, 4.60E+00
             3.500,      1.500,      1.100, 4.60E+00
             3.500,      1.600,      1.100, 4.60E+00
             3.500,      1.700,      1.100, 4.60E+00
             3.500,      1.800,      1.100, 4.60E+00
             3.500,      1.100,      1.200, 4.70E+00
             3.500,      1.200,      1.200, 4.70E+00
             3.500,      1.300,      1.200, 4.70E+00
             3.500,      1.400,      1.200, 4.70E+00
             3.500,      1.500,      1.200, 4.70E+00
             3.500,      1.600,      1.200, 4.70E+00
             3.500,      1.700,      1.200, 4.70E+00
             3.500,      1.800,      1.200, 4.70E+00
             3.500,      1.100,      1.300, 4.80E+00
             3.500,      1.200,      1.300, 4.80E+00
             3.500,      1.300,      1.300, 4.80E+00
             3.500,      1.400,      1.300, 4.80E+00
             3.500,      1.500,      1.300, 4.80E+00
             3.500,      1.600,      1.300, 4.80E+00
             3.500,      1.700,      1.300, 4.80E+00
             3.500,      1.800,      1.300, 4.80E+00
             3.500,      1.100,      1.400, 4.90E+00
             3.500,      1.200,      1.400, 4.90E+00
             3.500,      1.300,      1.400, 4.90E+00
             3.500,      1.400,      1.400, 4.90E+00
             3.500,      1.500,      1.400, 4.90E+00
             3.500,      1.600,      1.400, 4.90E+00
             3.500,      1.700,      1.400, 4.90E+00
             3.500,      1.800,      1.400, 4.90E+00
             3.500,      1.000,      1.500, 5.00E+00
             3.500,      1.100,      1.500, 5.00E+00
             3.500,      1.100,      1.500, 5.00E+00
             3.500,      1.200,      1.500, 5.00E+00
             3.500,      1.200,      1.500, 5.00E+00
             3.500,      1.300,      1.500, 5.00E+00
             3.500,      1.300,      1.500, 5.00E+00
             3.500,      1.400,      1.500, 5.00E+00
             3.500,      1.400,      1.500, 5.00E+00
             3.500,      1.500,      1.500, 5.00E+00
             3.500,      1.500,      1.500, 5.00E+00
             3.500,      1.600,      1.500, 5.00E+00
             3.500,      1.700,      1.500, 5.00E+00
             3.500,      1.800,      1.500, 5.00E+00
             3.500,      1.200,      1.580, 5.08E+00
             3.500,      1.300,      1.580, 5.08E+00
             3.500,      1.390,      1.580, 5.08E+00
             3.500,      1.400,      1.580, 5.08E+00
             3.500,      1.400,      1.580, 5.08E+00
             3.500,      1.400,      1.580, 5.08E+00
             3.500,      1.410,      1.580, 5.08E+00
             3.500,      1.420,      1.580, 5.08E+00
             3.500,      1.420,      1.580, 5.08E+00
             3.500,      1.430,      1.580, 5.08E+00
             3.500,      1.440,      1.580, 5.08E+00
             3.500,      1.440,      1.580, 5.08E+00
             3.500,      1.450,      1.580, 5.08E+00
             3.500,      1.480,      1.580, 5.08E+00
             3.500,      1.500,      1.580, 5.08E+00
             3.500,      1.500,      1.580, 5.08E+00
             3.500,      1.520,      1.580, 5.08E+00
             3.500,      1.600,      1.580, 5.08E+00
             3.500,      1.380,      1.590, 5.09E+00
             3.500,      1.390,      1.590, 5.09E+00
             3.500,      1.400,      1.590, 5.09E+00
             3.500,      1.410,      1.590, 5.09E+00
             3.500,      1.420,      1.590, 5.09E+00
             3.500,      1.430,      1.590, 5.09E+00
             3.500,      1.440,      1.590, 5.09E+00
             3.500,      1.450,      1.590, 5.09E+00
             3.500,      1.000,      1.600, 5.10E+00
             3.500,      1.100,      1.600, 5.10E+00
             3.500,      1.100,      1.600, 5.10E+00
             3.500,      1.100,      1.600, 5.10E+00
             3.500,      1.200,      1.600, 5.10E+00
             3.500,      1.200,      1.600, 5.10E+00
             3.500,      1.200,      1.600, 5.10E+00
             3.500,      1.300,      1.600, 5.10E+00
             3.500,      1.300,      1.600, 5.10E+00
             3.500,      1.300,      1.600, 5.10E+00
             3.500,      1.380,      1.600, 5.10E+00
             3.500,      1.380,      1.600, 5.10E+00
             3.500,      1.390,      1.600, 5.10E+00
             3.500,      1.400,      1.600, 5.10E+00
             3.500,      1.400,      1.600, 5.10E+00
             3.500,      1.400,      1.600, 5.10E+00
             3.500,      1.400,      1.600, 5.10E+00
             3.500,      1.400,      1.600, 5.10E+00
